Attributes URL_PATH,IMAGE_PATH,IMAGE_ALT_TEXT,PHOTOCREDITS,PAGETITLE,LASTMODIFIED,LATITUDE,LONGTITUDE,ADDRESS,POSTALCODE,OVERVIEW,EXTERNAL_LINK,META_DESCRIPTION,OPENING_HOURS,INC_CRC,last_updated,longitude,latitude
www.yoursingapore.com/en/see-do-singapore/culture-heritage/places-of-worship/thian-hock-keng-temple.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/thian-hock-kheng-temple-carousel01-rect.jpg,"The Thian Hock Keng Temple in Singapore is dedicated to Mazu, the Goddess of the Sea.",Joel Chua DY,"Thian Hock Keng Temple, Singapore",2015-11-02T10:20:57.245+08:00,1.281,103.84763,158 Telok Ayer Street,,"Beautifully restored, Thian Hock Keng Temple is the oldest Chinese temple in Singapore and dedicated to Mazu, the Goddess of the Sea.",http://www.thianhockkeng.com.sg,"Thian Hock Keng Temple is the oldest Chinese temple in Singapore and dedicated to Mazu, the Goddess of the Sea.","Daily, 7.30am â€“ 5.30pm",18FFC26DC4E67365,2018-06-19 17:52:43,103.84763000017,1.28099999981183
www.yoursingapore.com/en/see-do-singapore/culture-heritage/heritage-discovery/eurasian-heritage-centre.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/eurasian-heritage-centre-carousel01-rect.jpg,Discover the history and culture of the Eurasian community in Singapore.,Joel Chua DY,Eurasian Heritage Centre: Singapore Attraction,2015-11-02T10:13:25.883+08:00,1.31,103.89942,139 Ceylon Road,,This engaging heritage attraction takes you through the history and culture of the Eurasian community in Singapore.,http://www.eurasians.org.sg/,This engaging heritage attraction takes you through the history and culture of the Eurasian community in Singapore.,"Tuesday to Sunday, 9am â€“ 6pm, Closed on Monday",BAAD59F623AEBEEB,2018-06-19 17:52:43,103.899420000077,1.30999999987936
www.yoursingapore.com/en/see-do-singapore/architecture/historical/shophouses-typology.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/shophouses-typology-carousel01-rect.jpg,The varying styles of Singapore's shophouses are a showcase of our evolving architecture.,,Shophouses,2015-11-02T10:15:26.429+08:00,1.277,103.837336,,0,"With many beautifully preserved examples on hand today, the shophouses in Singapore are prime examples of timeless architectural appeal.",,"Few buildings epitomise our culture as fully as the shophouse, with its surprisingly harmonious mix of diverse design elements.",,0EC57F4BEBE4F154,2018-06-19 17:52:43,103.837336000078,1.27699999987638
www.yoursingapore.com/en/see-do-singapore/architecture/historical/capitol-building-singapore.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/capitol-building-carousel01-rect-norender.jpg,The Capitol Building's distinctive facade adds a touch of grandeur to the cityscape.,,Capitol Building Singapore,2015-11-02T10:06:38.723+08:00,1.294,103.85157,11 Stamford Road,,The queen of Singapore cinemas will soon reclaim her crown as the premier entertainment hub when Capitol Building reopens next year.,http://www.capitolsingapore.com,"Now undergoing massive restoration works, Capitol Building will emerge as Singaporeâ€™s premier entertainment hub next year.",,506DC313593D2E73,2018-06-19 17:52:43,103.851569999729,1.29400000044934
www.yoursingapore.com/en/see-do-singapore/architecture/modern/esplanade-theatres-on-the-bay.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/the-esplanade-theatres-on-the-bay-carousel01-rect.jpg,Catch a world-class opera or pop concert at Singaporeâ€™s premier performing arts centre.,,Esplanade Theatre,2015-11-02T09:14:44.054+08:00,1.29,103.85528,1 Esplanade Drive,,This boldly designed performing arts centre has become a memorable part of Singaporeâ€™s skyline.,http://www.esplanade.com,The Esplanade is boldly designed performing arts centre that has become a memorable part of Singaporeâ€™s skyline.,,F9AA0A3A4F000413,2018-06-19 17:52:43,103.855280000277,1.28999999976427
www.yoursingapore.com/en/see-do-singapore/architecture/modern/gardens-by-the-bay.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/gardens-by-the-bay-carousel01-rect.jpg,"Gardens by the Bay seamlessly blends sleek design, cutting-edge technology and fun.",,Gardens by the Bay,2015-11-02T09:42:14.206+08:00,1.282,103.863613,18 Marina Gardens Drive,,"The lush and beautiful Gardens by the Bay is dominated by the sleekly sculptured biodomes â€“ marvels of architecture, design and engineering.",http://www.gardensbythebay.com.sg,"Biodomes, baobabs and the blossoming bounty of every conceivable plant will bowl you over at Gardens by the Bay.","Outdoor Gardens: 5am â€“ 2am,Conservatories: 9am â€“ 9pm,OCBC Skyway: 9am â€“ 9pm",76915C78AEBDC509,2018-06-19 17:52:43,103.863612999589,1.28199999966925
www.yoursingapore.com/en/see-do-singapore/architecture/modern/the-interlace.html,,,,The Interlace,2015-11-02T09:19:31.553+08:00,1.282,103.80305,180-226 Depot Road,,Thereâ€™s more than meets the eye in The Interlaceâ€™s artful arrangement of residential blocks.,http://www.theinterlace.com,"Few buildings demonstrate out-of-the-box thinking as well as The Interlace, an intriguingly designed residential complex.",,C2F299FC784257BC,2018-06-19 17:52:43,103.803050000142,1.28199999962561
www.yoursingapore.com/en/see-do-singapore/architecture/modern/parkroyal-on-pickering.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/parkroyal-pickering-carousel01-rect.jpg,Pamper yourself and save the world at the same time at PARKROYAL on Pickering.,,PARKROYAL on Pickering,2015-11-02T09:34:05.378+08:00,1.286,103.846522,3 Upper Pickering Street,,PARKROYAL on Pickering is a luxurious garden oasis in downtown Singapore.,http://www.parkroyalhotels.com/en/hotels-resorts/singapore/pickering.html,PARKROYAL on Pickering is a luxurious garden oasis in downtown Singapore.,,C6EFB5D7A8C68DEC,2018-06-19 17:52:43,103.846522000443,1.28599999964806
www.yoursingapore.com/en/see-do-singapore/architecture/modern/lasalle-college-of-the-arts.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/503-lasalle-college-of-the-arts-carousel01-rect..jpg,Lasalle College of the Arts pushes the boundaries of creativity in architecture,Lasalle College of the Arts,Lasalle College of the Arts,2015-11-02T09:49:08.755+08:00,1.303,103.8516,1 McNally Street,,How can something that fits so perfectly into a cityscape evoke nature as well? It all lies in the design of Lasalle College of the Arts.,https://www.lasalle.edu.sg,"Lasalle College of the Arts evokes awe with its bold, graphic lines and stunning reinterpretation of nature.","Administration Office, Monday to Friday, 9am to 6pm. Visitors can still walk around the campus after office opening hours",AD9BDC832BC45CC9,2018-06-19 17:52:43,103.851600000186,1.30299999964428
www.yoursingapore.com/en/see-do-singapore/history/memorials/kranji-war-memorial.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/history/kranji-war-memorial-carousel01-rect.jpg,"The serene Kranji War Memorial, Singapore is a hillside cemetery set in a quiet neighbourhood.",,Kranji War Memorial Landmark in Singapore,2015-10-26T15:19:50.818+08:00,1.419,103.75749,9 Woodlands Road,,The Kranji War Memorial in Singapore honours the men and women from the Commonwealth who died in the line of duty during World War II.,http://bit.ly/19MZ0SB,The Kranji War Memorial in Singapore honours the men and women from the Commonwealth who died in the line of duty during World War II.,"Daily, 8am â€“ 6.30pm",6FDDFA1F3E6DFFBC,2018-06-19 17:52:43,103.757490000067,1.41899999993219
www.yoursingapore.com/en/see-do-singapore/history/memorials/indian-national-army-monument.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/history/indian-national-army-carousel01-rect.jpg,The Indian National Army Monument tells an intriguing story of Singapore's past.,,Indian National Army (INA) Monument in Singapore,2015-10-26T15:02:55.258+08:00,1.29,103.854217,Esplanade Park,0,This marker at Esplanade Park was one of the eleven World War II markers erected in 1995 to commemorate the 50th anniversary of the end of World War II.,http://www.nhb.gov.sg/places/historic-sites/indian-national-army-memorial,The Indian National Army (INA) Monument at Esplanade Park is a memorial that was built in 1995 to mark the 50th anniversary of the end of World War II.,Daily,859B928F80ABD3FC,2018-06-19 17:52:43,103.854216999709,1.28999999972323
www.yoursingapore.com/en/see-do-singapore/history/memorials/reflections-at-bukit-chandu.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/history/reflections-at-bukit-chandu-carousel01-rect.jpg,Reflections at Bukit Chandu is housed in a lovingly restored colonial bungalow.,Reflections at Bukit Chandu,Reflections at Bukit Chandu: Singapore War Memorial,2015-10-26T14:52:32.405+08:00,1.28,103.79433,31-K Pepys Road,,"This heritage centre relives the Battle of Pasir Panjang, one of the fiercest battles fought against the Japanese in Singapore during World War II.",http://www.nhb.gov.sg/museums/reflections-at-bukit-chandu,"Reflections at Bukit Chandu relives the Battle of Pasir Panjang, one of the fiercest battles fought against the Japanese in Singapore during World War II.","Tuesday to Sunday, 9am â€“ 5.30pm,Closed on Monday (except on public holidays)",47440F9758199711,2018-06-19 17:52:43,103.794329999699,1.28000000039258
www.yoursingapore.com/en/see-do-singapore/history/memorials/cenotaph.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/history/cenotaph-carousel01-rect.jpg,"Surrounded by lush green, The Cenotaph sits at a quiet spot amid the city buzz.",,The Cenotaph - a Singapore War Memorial Landmark,2015-10-26T15:16:16.699+08:00,1.29,103.853838,"Esplanade Park, Connaught Drive",0,This war memorial in Esplanade Park honours the heroes who fought and died during World War I and World War II.,http://www.nhb.gov.sg/places/sites-and-monuments/national-monuments/esplanade-park-memorials,The Cenotaph in Singapore is a war memorial in Esplanade Park that honours the heroes who fought and died during World War I and World War II.,Daily,C5915CD7497DF8B4,2018-06-19 17:52:43,103.853838000323,1.29000000011184
www.yoursingapore.com/en/see-do-singapore/history/memorials/civilian-war-memorial.html,,,,The Civilian War Memorial park in Singapore,2015-10-26T14:58:00.714+08:00,1.293,103.854618,Bras Basah Road & Beach Road intersection,,"Situated at the War Memorial Park in Beach Road, this memorial commemorates civilian victims of the Japanese Occupation in Singapore.",http://www.nhb.gov.sg/places/sites-and-monuments/national-monuments/civilian-war-memorial,The Civilian War Memorial and park in Beach Road commemorates Singaporeâ€™s civilian victims of the Japanese Occupation during World War II.,Daily,935776C867C2D03C,2018-06-19 17:52:43,103.854617999678,1.29299999961119
www.yoursingapore.com/en/see-do-singapore/culture-heritage/places-of-worship/sri-veeramakaliamman-temple.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/sri-veeramakaliamman-temple-carousel01-rect.jpg,The Sri Veeramakaliamman Temple is a distinctive landmark in the heart of Little India.,,Sri Veeramakaliamman Temple: Hindu Temple in Singapore,2015-11-02T10:25:02.966+08:00,1.308,103.85258,141 Serangoon Road,,"Sri Veeramakaliamman Temple is one of Singaporeâ€™s oldest Hindu temples, in the heart of Little India.",http://www.sriveeramakaliamman.com/,"Sri Veeramakaliamman Temple is one of Singaporeâ€™s oldest Hindu temples, in the heart of Little India.","Daily, 5.30am â€“ 9.30pm",FEDEA6040C052B81,2018-06-19 17:52:43,103.852579999692,1.30799999960669
www.yoursingapore.com/en/see-do-singapore/architecture/historical/maghain-aboth-synagogue.html,,,,Maghain Aboth Synagogue,2015-11-02T10:18:20.061+08:00,1.298,103.85081,24/26 Waterloo Street,,"The Maghain Aboth Synagogue is a gem in more ways than one, providing both a snapshot of history and a glimpse into a rich culture.",http://www.singaporejews.com,The simple exterior of the Maghain Aboth Synagogue gives no indication of its richly elegant interiors.,"Visits are available only by appointment. For more information, email jewishwb@singnet.com.sg or call +65 6337 2189 (ext. 103)",760792BE1458AFC0,2018-06-19 17:52:43,103.850810000066,1.29800000044313
www.yoursingapore.com/en/see-do-singapore/architecture/historical/old-supreme-court.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/old-supreme-court-carousel01-rect.jpg,The Old Supreme Court lends a stately presence to the heart of Singapore city.,,Old Supreme Court Singapore,2015-11-02T09:51:34.087+08:00,1.29,103.85128,1 St Andrew's Road,,"From dispensing justice to displaying art, the Old Supreme Court undergoes an overhaul for its new role as the National Gallery Singapore.",http://app.supremecourt.gov.sg/,"Due to reopen as the National Gallery Singapore, the Old Supreme Court is in itself a masterpiece of classical art.",Expected to open in 2015,0ACB270946B731B6,2018-06-19 17:52:43,103.851280000201,1.28999999966472
www.yoursingapore.com/en/see-do-singapore/architecture/historical/sit-flats.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/sit-flat-carousel01-rect.jpg,The charm of Tiong Bahru comes to life through its Art Deco architecture.,,SIT Flats Singapore,2015-11-02T10:09:11.340+08:00,1.284,103.8336,Seng Poh Road and Tiong Bahru Road,0,Take a walk back in time through the Art Deco architecture in the heritage neighbourhood of Tiong Bahru.,,The Art Deco elegance of the flats in Tiong Bahru speak of the richness of a vanished world.,,F0C5D4F77C7959DD,2018-06-19 17:52:43,103.833600000057,1.28400000017477
www.yoursingapore.com/en/see-do-singapore/architecture/historical/lau-pa-sat.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/lau-pa-sat-carousel01-rect.jpg,"Lau Pa Sat blends graceful colonial architecture, heritage and delicious food.",,Lau Pa Sat Singapore,2015-11-02T09:59:12.640+08:00,1.281,103.85044,18 Raffles Quay,,"The grande dame of markets in Singapore, Lau Pa Sat blends history, striking architecture and scrumptious local food into one heady experience.",http://www.laupasat.biz,"The historic market Lau Pa Sat offers a winning combination of graceful colonial architecture, a longstanding heritage and delicious food.","Daily, 24 hours",CF73CFA6827DA207,2018-06-19 17:52:43,103.850439999932,1.28099999966763
www.yoursingapore.com/en/see-do-singapore/culture-heritage/heritage-discovery/malay-heritage-centre.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/malay-heritage-centre-carousel01-rect.jpg,Delve into the rich heritage and culture of Singaporeâ€™s Malay community.,,"Malay Heritage Centre, Singapore",2015-11-02T10:08:04.332+08:00,1.303,103.85986,85 Sultan Gate,,The Malay Heritage Centre is a must-visit if youâ€™re keen on learning about the rich heritage and culture of Singaporeâ€™s Malay community.,http://www.malayheritage.org.sg,The Malay Heritage Centre is a must-visit if youâ€™re keen on learning about the rich heritage and culture of Singaporeâ€™s Malay community.,"Malay Heritage Centre Museum, Tuesday to Sunday, 10am â€“ 6pm, Closed on Monday, Malay Heritage Centre Compound, Tuesday to Sunday, 8am â€“ 8pm, Friday and Saturday, 8am â€“ 10pm, Closed on Monday",83F8ACCCA113D64D,2018-06-19 17:52:43,103.859860000254,1.30299999990489
www.yoursingapore.com/en/see-do-singapore/culture-heritage/heritage-discovery/peranakan-museum.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/peranakan-museum-carousel01-rect.jpg,"Many communities, one nation. Find out more about our people, such as the ubiquitous Peranakans.",,Peranakan Museum Singapore: History & Culture,2015-11-02T10:11:13.152+08:00,1.294,103.8492,39 Armenian Street,,"Get to know Singaporeâ€™s vibrant Peranakan community and history at this top-notch museum, filled with fine artefacts and fun exhibits.",http://peranakanmuseum.org.sg/,"At the Peranakan Museum, get to know Singaporeâ€™s vibrant Peranakan community and its eclectic culture and history with fun and interactive exhibits.","Saturday to Thursday, 10am â€“ 7pm, Friday, 10am â€“ 9pm",06BBBF16E7838AF6,2018-06-19 17:52:43,103.849200000393,1.2940000002022
www.yoursingapore.com/en/see-do-singapore/architecture/historical/raffles-hotel.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/raffles-hotel-carousel03-rect.jpg,The iconic Raffles Hotel has been home to both tall tales and famous folks.,"Raffles Hotel, Singapore",Raffles Singapore,2015-11-02T10:11:09.028+08:00,1.296,103.85404,1 Beach Road,,"Hark back to a golden age of elegant refinement and gracious living at Raffles Singapore, where the past reawakens to glorious life.",http://www.raffleshotel.com,"Sip a Singapore Sling beneath the whirling fans at the Long Bar, and let the tranquil charms of Raffles Singapore bring you back into another era.","Daily, 24 hours",5E85C549B98314BC,2018-06-19 17:52:43,103.85403999972,1.29600000035821
www.yoursingapore.com/en/see-do-singapore/arts/performance-arts/gillman-barracks.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/arts/543-GillmanBarracks-Carousel01-rect.jpg,,Gillman Barracks,Gillman Barracks â€“ YourSingapore,2015-11-03T10:00:29.955+08:00,1.278,103.80459,9 Lock Road,,A former British military camp is now Asia's new Destination for Contemporary Art.,https://www.gillmanbarracks.com/,"Gillman Barracks Singapore is Asiaâ€™s vibrant new destination for the creation, exhibition and discussion of contemporary art.","Tuesday to Saturday, 11am - 7pm, Sunday, 11am - 6pm , Galleries closed on Monday and public holidays.",3D3246477E5D479E,2018-06-19 17:52:43,103.804589999624,1.27800000008414
www.yoursingapore.com/en/see-do-singapore/arts/museums-galleries/artscience-museum.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/arts/art-science-musuem-carousel01-rect.jpg,The ArtScience Museum in Singapore hosts a variety of international touring exhibitions.,Vincent Chong,ArtScience Museum Singapore,2015-11-02T18:21:50.005+08:00,1.286,103.85929,6 Bayfront Ave,,Catch world-class touring exhibitions at this premier exhibition space.,http://www.marinabaysands.com/museum.html,Catch world-class touring exhibitions at the ArtScience Museum at Marina Bay Sands.,"Daily, 10am â€“ 7pm, Last admission at 6pm",02A7C6FFBF228FAA,2018-06-19 17:52:43,103.859290000076,1.28599999970066
www.yoursingapore.com/en/see-do-singapore/arts/museums-galleries/8q-sam.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/arts/8q-sam-carousel01-rect.jpg,SAM at 8Q is the funkier sister of the Singapore Art Museum.,8Q at SAM,SAM at 8Q & Singapore Art Museum,2015-11-02T18:22:04.494+08:00,1.297,103.85168,8 Queen Street,,"An extension of the Singapore Art Museum, SAM at 8Q features contemporary art exhibitions and is home to a Moving Image Gallery, where film screenings are held.",,SAM at 8Q at the Singapore Art Museum showcases the works of Singapore contemporary artists.,"Monday to Thursday, 10am â€“ 7pm, Friday, 10am â€“ 9pm",7383D64B6FD017FE,2018-06-19 17:52:43,103.851680000257,1.2970000001282
www.yoursingapore.com/en/see-do-singapore/culture-heritage/places-of-worship/jamae-mosque.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/culture-heritage/jamae-mosque-carousel01-rect.jpg,The Jamae Mosque in Singapore is one of the oldest mosques in Singapore.,,Jamae Mosque (Masjid Chulia) Singapore,2015-11-03T10:25:29.354+08:00,1.283,103.84554,218 South Bridge Road,,"Also known as Masjid Chulia, Jamae Mosque is one of Singaporeâ€™s oldest mosques and a prominent landmark in Chinatown since the 1820s.",http://www.masjidjamaechulia.sg/,Jamae Mosque (or Masjid Chulia) is one of Singaporeâ€™s oldest mosques and a prominent landmark in Chinatown since the 1820s.,Daily,DF376519A275508C,2018-06-19 17:52:43,103.845539999622,1.28300000012288
www.yoursingapore.com/en/see-do-singapore/arts/performance-arts/institute-of-contemporary-arts.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/arts/institute-for-contemporary-art-carousel01-rect.jpg,"Be inspired by the architecture and creativity at the Institute of Contemporary Arts, Singapore.",,Institute of Contemporary Arts Singapore,2015-11-03T14:00:10.125+08:00,1.303,103.8516,"LASALLE College of the Arts, 1 McNally Street",,This experimental art space housed in a tertiary arts college will help you deepen your understanding of contemporary art.,https://www.lasalle.edu.sg/ICAS/About-ICAS,"Housed in a tertiary arts college, the Institute of Contemporary Arts Singapore will help you deepen your appreciation for experimental artworks.","Tuesday to Sunday, 12pm - 7pm, Closed on Monday and public holidays",AD9BDC8350C903BC,2018-06-19 17:52:43,103.851600000186,1.30299999964428
www.yoursingapore.com/en/see-do-singapore/recreation-leisure/viewpoints/singapore-flyer.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/recreation-leisure/singapore-flyer-carousel01-rect-norender.jpg,Marvel at spectacular panoramas of the city skyline from the Singapore Flyer.,Singapore Flyer,Singapore Flyer,2015-11-03T17:55:41.364+08:00,1.289,103.863137,30 Raffles Avenue,,"This giant observation wheel offers 360-degree city views, a panorama that stretches to parts of Malaysia and Indonesia on a clear day.",http://www.singaporeflyer.com,"The Singapore Flyer not only offers you stunning views of the city, but is one of the cityâ€™s most recognisable architectural icons.","Daily, 8.30am - 10.30pm, (last admission: 10.15pm)",9A9BD5E2B2D1A42F,2018-06-19 17:52:43,103.863136999973,1.28900000033422
www.yoursingapore.com/en/see-do-singapore/architecture/modern/marina-bay-sands.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/marina-bay-sands-carousel01-rect.jpg,The breathtaking Marina Bay Sands is a sheer modern architectural triumph.,,Marina Bay SandsÂ®,2015-11-02T09:44:49.007+08:00,1.283,103.86081,10 Bayfront Avenue,,"A feat of engineering, an architectural statement and a sheer aesthetic triumph, Marina Bay Sands Â® has upped the ante for buildings in Singapore.",http://www.marinabaysands.com,"Superlatives naturally spring to mind when beholding Marina Bay SandsÂ®. Its bold, swooping curves, steep slopes, and soaring spaces defy gravity and evoke awe.","SkyPark<supÂ® Operating Hours - Monday to Thursday, 9:30am â€“ 10pm, Friday to Sunday, 9:30am â€“ 11pm, Shoppes Daily, 10am â€“ 10pm (hours vary by store)",8438A8927B4B6634,2018-06-19 17:52:43,103.860810000284,1.28300000032845
www.yoursingapore.com/en/see-do-singapore/architecture/modern/marina-barrage.html,www.yoursingapore.com/content/dam/desktop/global/see-do-singapore/architecture/marina-barrage-carousel01-rect.jpg,"More than just an ordinary dam, the Marina Barrage is an ideal recreational space.",Public Utilities Board,Marina Barrage,2015-11-02T09:24:23.885+08:00,1.281,103.87159,8 Marina Gardens Drive,,This innovative facility not only supplies water to Singaporeans and helps alleviate floods but also doubles up as a place for family fun.,https://www.pub.gov.sg/marinabarrage,The Marina Barrage not only supplies water to Singaporeans and helps alleviate floods but also doubles up as a place for family fun.,"Marina Barrage - All day Information Counter Daily, 9am â€“ 9pm",4C9E8C92AB6052D1,2018-06-19 17:52:43,103.871589999583,1.2810000003603
